caller_fqn,callee_fqn,resolved,origin
ichiran/dict:*suffix-list*,ichiran/dict:abbr-beba,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-dewanai,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-geba,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-ii,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-keba,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-meba,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-n,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-nakereba,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-neba,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-nee,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-nx,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-reba,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-seba,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-shimasho,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:abbr-teba,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-adv,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-chau,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-desho,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-desu,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-garu,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-iadj,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-kudasai,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-kurai,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-neg,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-ra,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-rashii,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-ren,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-ren-,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-rou,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-sa,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-sou,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-sou+,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-sugiru,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-suru,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-tai,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-te,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-te+space,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-te-ren,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-teii,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-teiru,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-teiru+,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-to,1,runtime
ichiran/dict:*suffix-list*,ichiran/dict:suffix-tosuru,1,runtime
ichiran/dict:*suffix-unique-only*,ichiran/dict:matches,0,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-kanji-prefix,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-na-adjectives,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-no-adjectives,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-no-da,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-no-toori,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-noun-da,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-noun-particle,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-o-prefix,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-oki,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-shicha-ikenai,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-shika-negative,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-sou-nanda,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-suffix-buri,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-suffix-chu,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-suffix-sei,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-suffix-tachi,1,runtime
ichiran/dict:*synergy-list*,ichiran/dict:synergy-to-adverbs,1,runtime
ichiran/dict:abbr-beba,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-beba,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-beba,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-dewanai,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-dewanai,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-dewanai,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-geba,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-geba,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-geba,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-ii,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-ii,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-ii,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-keba,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-keba,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-keba,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-meba,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-meba,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-meba,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-n,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-n,ichiran/dict:conj-data-from,1,runtime
ichiran/dict:abbr-n,ichiran/dict:conj-data-prop,1,runtime
ichiran/dict:abbr-n,ichiran/dict:conj-neg,0,runtime
ichiran/dict:abbr-n,ichiran/dict:find-word-with-conj-prop,1,runtime
ichiran/dict:abbr-n,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-nakereba,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-nakereba,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-nakereba,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-neba,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-neba,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-neba,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-nee,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-nee,ichiran/dict:conj-data-from,1,runtime
ichiran/dict:abbr-nee,ichiran/dict:conj-data-prop,1,runtime
ichiran/dict:abbr-nee,ichiran/dict:conj-neg,0,runtime
ichiran/dict:abbr-nee,ichiran/dict:find-word-with-conj-prop,1,runtime
ichiran/dict:abbr-nee,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-nx,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-nx,ichiran/dict:conj-data-from,1,runtime
ichiran/dict:abbr-nx,ichiran/dict:conj-data-prop,1,runtime
ichiran/dict:abbr-nx,ichiran/dict:conj-neg,0,runtime
ichiran/dict:abbr-nx,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:abbr-nx,ichiran/dict:find-word-with-conj-prop,1,runtime
ichiran/dict:abbr-nx,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-reba,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-reba,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-reba,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-seba,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-seba,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-seba,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-shimasho,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-shimasho,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-shimasho,ichiran/dict:get-kana,1,runtime
ichiran/dict:abbr-teba,ichiran/characters:destem,1,runtime
ichiran/dict:abbr-teba,ichiran/dict:find-word-full,1,runtime
ichiran/dict:abbr-teba,ichiran/dict:get-kana,1,runtime
ichiran/dict:add-conj,ichiran/characters:test-word,1,both
ichiran/dict:add-conj,ichiran/dict:conj-prop,1,source
ichiran/dict:add-conj,ichiran/dict:conj-source-reading,1,source
ichiran/dict:add-conj,ichiran/dict:conjugation,1,source
ichiran/dict:add-conj,ichiran/dict:entry,1,source
ichiran/dict:add-conj,ichiran/dict:find-conj,1,both
ichiran/dict:add-conj,ichiran/dict:id,0,runtime
ichiran/dict:add-conj,ichiran/dict:kana-text,1,source
ichiran/dict:add-conj,ichiran/dict:kanji-text,1,source
ichiran/dict:add-conj,ichiran/dict:next-seq,1,both
ichiran/dict:add-conj-reading,ichiran/characters:test-word,1,both
ichiran/dict:add-conj-reading,ichiran/dict:conj-source-reading,1,source
ichiran/dict:add-conj-reading,ichiran/dict:conjugate-p,0,runtime
ichiran/dict:add-conj-reading,ichiran/dict:conjugation,1,source
ichiran/dict:add-conj-reading,ichiran/dict:entry,1,source
ichiran/dict:add-conj-reading,ichiran/dict:id,0,runtime
ichiran/dict:add-conj-reading,ichiran/dict:kana-text,1,source
ichiran/dict:add-conj-reading,ichiran/dict:kanji-text,1,source
ichiran/dict:add-conj-reading,ichiran/dict:n-kana,0,runtime
ichiran/dict:add-conj-reading,ichiran/dict:n-kanji,0,runtime
ichiran/dict:add-conj-reading,ichiran/dict:root-diff-fn,1,both
ichiran/dict:add-conj-reading,ichiran/dict:seq,0,runtime
ichiran/dict:add-deha-ja-readings,ichiran/dict:add-reading,1,both
ichiran/dict:add-deha-ja-readings,ichiran/dict:conj-source-reading,1,source
ichiran/dict:add-deha-ja-readings,ichiran/dict:conjugation,1,source
ichiran/dict:add-deha-ja-readings,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata,ichiran/custom:load-custom-data,1,both
ichiran/dict:add-errata,ichiran/dict:add-deha-ja-readings,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-apr19,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-apr20,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-aug18,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-counters,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-dec23,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-feb17,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-jan18,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-jan19,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-jan20,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-jan21,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-jan22,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-jan25,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-jan26,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-jul20,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-mar18,1,both
ichiran/dict:add-errata,ichiran/dict:add-errata-may21,1,both
ichiran/dict:add-errata,ichiran/dict:add-gozaimasu-conjs,1,both
ichiran/dict:add-errata,ichiran/dict:add-primary-nokanji,1,both
ichiran/dict:add-errata,ichiran/dict:add-reading,1,both
ichiran/dict:add-errata,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata,ichiran/dict:conjugate-da,1,both
ichiran/dict:add-errata,ichiran/dict:delete-conjugation,1,both
ichiran/dict:add-errata,ichiran/dict:delete-reading,1,both
ichiran/dict:add-errata,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata,ichiran/dict:delete-senses,1,both
ichiran/dict:add-errata,ichiran/dict:entry,1,source
ichiran/dict:add-errata,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata,ichiran/dict:rearrange-readings-conj,1,both
ichiran/dict:add-errata,ichiran/dict:remove-hiragana-nokanji,1,both
ichiran/dict:add-errata,ichiran/dict:set-common,1,both
ichiran/dict:add-errata,ichiran/dict:set-primary-nokanji,1,both
ichiran/dict:add-errata,ichiran/dict:tag,0,runtime
ichiran/dict:add-errata-apr19,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-apr19,ichiran/dict:delete-reading,1,both
ichiran/dict:add-errata-apr19,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-apr19,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-apr19,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-apr19,ichiran/dict:set-primary-nokanji,1,both
ichiran/dict:add-errata-apr20,ichiran/dict:add-new-sense*,1,both
ichiran/dict:add-errata-apr20,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-apr20,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-apr20,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-aug18,ichiran/dict:add-primary-nokanji,1,both
ichiran/dict:add-errata-aug18,ichiran/dict:add-reading,1,both
ichiran/dict:add-errata-aug18,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-aug18,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-aug18,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-aug18,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-aug18,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-counters,ichiran/dict:add-gloss,1,both
ichiran/dict:add-errata-counters,ichiran/dict:add-new-sense*,1,both
ichiran/dict:add-errata-counters,ichiran/dict:add-reading,1,both
ichiran/dict:add-errata-counters,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-counters,ichiran/dict:delete-reading,1,both
ichiran/dict:add-errata-counters,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-counters,ichiran/dict:set-reading,1,both
ichiran/dict:add-errata-dec23,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-dec23,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-dec23,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-dec23,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-dec23,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-feb17,ichiran/dict:add-reading,1,both
ichiran/dict:add-errata-feb17,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-feb17,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-feb17,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-feb17,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-feb17,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-feb17,ichiran/dict:set-primary-nokanji,1,both
ichiran/dict:add-errata-jan18,ichiran/dict:add-reading,1,both
ichiran/dict:add-errata-jan18,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-jan18,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-jan18,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-jan18,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-jan18,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-jan18,ichiran/dict:set-primary-nokanji,1,both
ichiran/dict:add-errata-jan19,ichiran/dict:add-conj-reading,1,both
ichiran/dict:add-errata-jan19,ichiran/dict:add-reading,1,both
ichiran/dict:add-errata-jan19,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-jan19,ichiran/dict:delete-reading,1,both
ichiran/dict:add-errata-jan19,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-jan19,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-jan19,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-jan19,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-jan19,ichiran/dict:set-primary-nokanji,1,both
ichiran/dict:add-errata-jan20,ichiran/dict:add-conj-reading,1,both
ichiran/dict:add-errata-jan20,ichiran/dict:add-reading,1,both
ichiran/dict:add-errata-jan20,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-jan20,ichiran/dict:delete-reading,1,both
ichiran/dict:add-errata-jan20,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-jan20,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-jan20,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-jan20,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-jan20,ichiran/dict:set-primary-nokanji,1,both
ichiran/dict:add-errata-jan21,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-jan21,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-jan21,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-jan21,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-jan21,ichiran/dict:replace-reading,1,both
ichiran/dict:add-errata-jan21,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-jan22,ichiran/dict:add-conj-reading,1,both
ichiran/dict:add-errata-jan22,ichiran/dict:add-reading,1,both
ichiran/dict:add-errata-jan22,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-jan22,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-jan22,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-jan22,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-jan25,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-jan25,ichiran/dict:delete-reading,1,both
ichiran/dict:add-errata-jan25,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-jan25,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-jan25,ichiran/dict:replace-reading,1,both
ichiran/dict:add-errata-jan25,ichiran/dict:replace-reading-conj,1,both
ichiran/dict:add-errata-jan25,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-jan26,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-jan26,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-jan26,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-jan26,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-jan26,ichiran/dict:set-primary-nokanji,1,both
ichiran/dict:add-errata-jul20,ichiran/dict:add-primary-nokanji,1,both
ichiran/dict:add-errata-jul20,ichiran/dict:add-reading,1,both
ichiran/dict:add-errata-jul20,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-jul20,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-jul20,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-jul20,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-jul20,ichiran/dict:rearrange-readings-conj,1,both
ichiran/dict:add-errata-jul20,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-jul20,ichiran/dict:set-primary-nokanji,1,both
ichiran/dict:add-errata-mar18,ichiran/dict:add-new-sense*,1,both
ichiran/dict:add-errata-mar18,ichiran/dict:add-sense-prop,1,both
ichiran/dict:add-errata-mar18,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-mar18,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-mar18,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-mar18,ichiran/dict:set-common,1,both
ichiran/dict:add-errata-mar18,ichiran/dict:set-primary-nokanji,1,both
ichiran/dict:add-errata-may21,ichiran/dict:add-reading,1,both
ichiran/dict:add-errata-may21,ichiran/dict:delete-sense-prop,1,both
ichiran/dict:add-errata-may21,ichiran/dict:kana-text,1,source
ichiran/dict:add-errata-may21,ichiran/dict:kanji-text,1,source
ichiran/dict:add-errata-may21,ichiran/dict:set-common,1,both
ichiran/dict:add-gloss,ichiran/dict:gloss,1,source
ichiran/dict:add-gloss,ichiran/dict:ord,0,runtime
ichiran/dict:add-gloss,ichiran/dict:sense,1,source
ichiran/dict:add-gozaimasu-conjs,ichiran/dict:add-conj,1,both
ichiran/dict:add-gozaimasu-conjs,ichiran/dict:apply-patch,1,both
ichiran/dict:add-gozaimasu-conjs,ichiran/dict:conjugation,1,source
ichiran/dict:add-gozaimasu-conjs,ichiran/dict:delete-conjugation,1,both
ichiran/dict:add-gozaimasu-conjs,ichiran/dict:get-all-readings,1,both
ichiran/dict:add-gozaimasu-conjs,ichiran/dict:seq,0,runtime
ichiran/dict:add-gozaimasu-conjs,ichiran/dict:seq-from,0,runtime
ichiran/dict:add-new-sense,ichiran/dict:get-senses-raw,1,both
